sample_id,source_stream_id,goal,recipe_name,target_global_idx,target_local_idx,target_action,matched_recipe_steps,matched_ingredients,num_actions,num_natural_noise_or_context,noise_fraction,local_context,keep_for_perturbation,rejection_reason,manual_notes
P08_R05_C01_W04,P08_R05_C01,prepare salmon teriyaki skewers with vegetables,Salmon Teriyaki Skewers with Vegetables,152,25,"With the left hand tilt the bowl of salad grain over and, with the fork in the right hand, scoop salad grains from the bowl into the larger bowl on the kitchen counter.","Add pre-made Chickpea, Spinach & Quinoa salad to plate.","chickpea, spinach & quinoa mix",51,22,0.4314,"CTX local=20 global=147 role=recipe_context: With the right hand, put the bag and fork down on the kitchen counter.
CTX local=21 global=148 role=recipe_context: With the right hand, tap the phone screen to update the nutritional value of the salad grains in the phone app.
CTX local=22 global=149 role=recipe_context: With the right hand, open the kitchen drawer.
CTX local=23 global=150 role=recipe_context: With the left hand, move the small bowl out of the way and, with the right hand, grab the larger bowl from the kitchen drawer.
CTX local=24 global=151 role=recipe_context: With the right hand, put the large bowl down on the kitchen counter and, with the left hand, pick up the bowl off the scale.
TARGET local=25 global=152 role=candidate_pivotal: With the left hand tilt the bowl of salad grain over and, with the fork in the right hand, scoop salad grains from the bowl into the larger bowl on the kitchen counter.
CTX local=26 global=153 role=candidate_pivotal: With the fork in the right hand, pat down the salad grain in the large bowl and, with the left hand, hold the small bowl.
CTX local=27 global=154 role=recipe_context: With the left hand, take the small bowl over to the kitchen sink to clean.
CTX local=28 global=155 role=natural_noise_or_context: With the right hand, turn on the kitchen tap to clean the small bowl in the left hand.
CTX local=29 global=156 role=natural_noise_or_context: Place the small bowl in the sink.
CTX local=30 global=157 role=natural_noise_or_context: With both hands, close the salad grain bag.",,,
P08_R05_C01_W05,P08_R05_C01,prepare salmon teriyaki skewers with vegetables,Salmon Teriyaki Skewers with Vegetables,177,25,"With the right hand, grab the salt from the back of the kitchen counter to season the broccoli in the air fryer.","Place broccoli in air fryer and roast for 15 minutes. Season with oil, salt, pepper, oregano, and garlic granules half-way through.",,51,22,0.4314,"CTX local=20 global=172 role=natural_noise_or_context: With the right hand, pick up the paper towel and wipe down the surface of the kitchen scale to clean.
CTX local=21 global=173 role=natural_noise_or_context: With both hands, pick up the kitchen scale and put it to the back of the kitchen counter to clean it up.
CTX local=22 global=174 role=natural_noise_or_context: With the right hand, move the bowl slightly to the left to make space.
CTX local=23 global=175 role=natural_noise_or_context: With the right hand, pick up the small knife and put it back in the holder.
CTX local=24 global=176 role=natural_noise_or_context: With the left hand, pull open the tray of the air fryer.
TARGET local=25 global=177 role=candidate_pivotal: With the right hand, grab the salt from the back of the kitchen counter to season the broccoli in the air fryer.
CTX local=26 global=178 role=candidate_pivotal: With the left hand, hold the salt grinder steady and, with the right hand, twist the grinder to release the salt onto the broccoli.
CTX local=27 global=179 role=candidate_pivotal: With the right hand, put the scale back on the kitchen counter.
CTX local=28 global=180 role=recipe_context: With the right hand, pick up the pepper grinder.
CTX local=29 global=181 role=candidate_pivotal: With the left hand, hold the grinder steady and, with the right hand, twist the grinder to release the pepper onto the broccoli.
CTX local=30 global=182 role=candidate_pivotal: With the right hand, shake the pepper shaker to release the pepper.",,,
P08_R06_C01_W01,P08_R06_C01,prepare tuna pasta salad,Tuna Pasta Salad,524,25,using left hand placing the strainer into the sink,"Pour the dressing over the top of the salad and toss everything together to coat. Season with salt and pepper to taste. Give the salad a taste - if you think it could use a splash more oil or vinegar, then go for it! Serve the pasta salad immediately, or let it sit at room temperature for up to 2 hours.",fusilli pasta,51,24,0.4706,"CTX local=20 global=519 role=recipe_context: using right hand picking up a lid from the tabletop
CTX local=21 global=520 role=recipe_context: using left hand placing the lid into the sink
CTX local=22 global=521 role=recipe_context: using left hand picking up a strainer from the sink and using right hand mixing the pasta in the strainer
CTX local=23 global=522 role=recipe_context: using right hand shaking the strainer into the sink to remove any excessive water from the pasta
CTX local=24 global=523 role=candidate_pivotal: using right hand tilting the strainer to place the pasta into the bowl that is placed on the tabletop.
TARGET local=25 global=524 role=candidate_pivotal: using left hand placing the strainer into the sink
CTX local=26 global=525 role=recipe_context: using right hand picking up the tablecloth from the tabletop and wiping hands using it
CTX local=27 global=526 role=natural_noise_or_context: using right hand placing the tablecloth on the table top.
CTX local=28 global=527 role=natural_noise_or_context: using both hands picking up knives from the tabletop.
CTX local=29 global=528 role=natural_noise_or_context: using left hand placing the knives on the tabletop and using right hand picking up an aluminum foil
CTX local=30 global=529 role=natural_noise_or_context: using both hands picking up some pieces from the weighing balance and placing them on the chopping board",,,
P08_R06_C01_W02,P08_R06_C01,prepare tuna pasta salad,Tuna Pasta Salad,168,25,"With my left hand, scoop the onion off the chopping board and add it to the salad bowl.","Add the tuna, coriander, beans, spinach, bell peppers, carrots, celery, onion, cherry tomatoes, cucumbers, and spinach. At this point, you can cover the bowl and refrigerate it until you're ready to serve, up to 6 hours.",red onions,51,8,0.1569,"CTX local=20 global=163 role=candidate_pivotal: With my right hand, tap the phone to record the nutritional value of the onion in the phone app.
CTX local=21 global=164 role=recipe_context: With my right hand, tap the phone to record the nutritional value of the onion in the phone app.
CTX local=22 global=165 role=recipe_context: With my left hand, pick up the onion and bring it to the cutting board to begin chopping.
CTX local=23 global=166 role=recipe_context: Pinch onion with my left hand to hold steady and with knife in right hand slice onion into smaller pieces.
CTX local=24 global=167 role=recipe_context: With my left hand, rotate the onion 90 degrees to continue slicing it into smaller pieces.
TARGET local=25 global=168 role=candidate_pivotal: With my left hand, scoop the onion off the chopping board and add it to the salad bowl.
CTX local=26 global=169 role=candidate_pivotal: With the knife in my right hand, scrape the onion pieces into my left hand and place them in the salad bowl.
CTX local=27 global=170 role=candidate_pivotal: With my right hand, move the vegetables slightly to the left on the kitchen counter to avoid burning from the kitchen stove.
CTX local=28 global=171 role=candidate_pivotal: With my left hand, pinch the onion to the cutting board and, with the knife in my right hand, slice the remaining onion into smaller pieces.
CTX local=29 global=172 role=candidate_pivotal: With my left hand, scoop the onion off the cutting board and move it to the salad bowl.
CTX local=30 global=173 role=recipe_context: With my right hand, pick up the tea towel and wipe both hands clean.",,,
P08_R06_C01_W03,P08_R06_C01,prepare tuna pasta salad,Tuna Pasta Salad,303,25,"With the knife in my right hand, scrape the carrots from the chopping board into the salad bowl.","Add the tuna, coriander, beans, spinach, bell peppers, carrots, celery, onion, cherry tomatoes, cucumbers, and spinach. At this point, you can cover the bowl and refrigerate it until you're ready to serve, up to 6 hours.",carrots,51,6,0.1176,"CTX local=20 global=298 role=recipe_context: With the knife in my right hand, scrape the carrot to the side of the cutting board to make space to cut more carrot.
CTX local=21 global=299 role=recipe_context: With the knife in my right hand, cut the carrot in half.
CTX local=22 global=300 role=recipe_context: With my left hand, pinch the carrot to steady it and, with the knife in my right hand, cut the carrot into smaller pieces.
CTX local=23 global=301 role=recipe_context: With my left hand, pinch the carrot to steady it and, with the knife in my right hand, cut the carrot into smaller pieces.
CTX local=24 global=302 role=recipe_context: With my left hand, pick up the chopping board and, with my right hand, pull the bowl into the center of the kitchen counter while holding the knife in my right hand.
TARGET local=25 global=303 role=candidate_pivotal: With the knife in my right hand, scrape the carrots from the chopping board into the salad bowl.
CTX local=26 global=304 role=candidate_pivotal: With the knife in my right hand, scrape the knife on the side of the bowl to release the carrot into the bowl.
CTX local=27 global=305 role=candidate_pivotal: With my right hand, put the knife down on the kitchen counter and, with my left hand, put the cutting board down.
CTX local=28 global=306 role=recipe_context: With my right hand, pick up the salad bowl and move it to the right side of the kitchen counter to make space to put down the cutting board.
CTX local=29 global=307 role=recipe_context: With my right hand, move the peel to the right and, with both hands, pick up the food scraps to clean up the kitchen counter.
CTX local=30 global=308 role=natural_noise_or_context: With both hands, place the food scraps on the cutting board.",,,
P08_R06_C01_W04,P08_R06_C01,prepare tuna pasta salad,Tuna Pasta Salad,327,25,"With my right hand, pick up the spoon and, with my left hand, pick up the top of the pot.","Cook the pasta according to the package directions. Drain and rinse in warm water, then transfer to a large bowl. Season with salt and pepper and let cool.",,51,6,0.1176,"CTX local=20 global=322 role=recipe_context: Hold the pepper steady in my left hand and continue to cut the pepper with my right hand.
CTX local=21 global=323 role=recipe_context: With the knife in my right hand, scrape the pepper to the side of the cutting board.
CTX local=22 global=324 role=recipe_context: With my left hand, put the pepper down on the kitchen counter and, with the knife in my right hand, tap the back of the pepper to release the seeds on the cutting board.
CTX local=23 global=325 role=recipe_context: With my right hand, put the knife down.
CTX local=24 global=326 role=recipe_context: With my right hand, use the knife to scrape the seeds off the cutting board to clean the cutting board.
TARGET local=25 global=327 role=candidate_pivotal: With my right hand, pick up the spoon and, with my left hand, pick up the top of the pot.
CTX local=26 global=328 role=candidate_pivotal: With the spoon in my right hand, stir the pasta in the boiling pot.
CTX local=27 global=329 role=candidate_pivotal: With my right hand, put the spoon down and, with my left hand, put the top back on the pot.
CTX local=28 global=330 role=recipe_context: With my right hand, turn the knob to adjust the temperature of the stove.
CTX local=29 global=331 role=recipe_context: With both hands, pick up the tea towel to dry.
CTX local=30 global=332 role=recipe_context: With my right hand, pick up the phone to begin recording the nutritional value of the red pepper.",,,
P08_R06_C01_W05,P08_R06_C01,prepare tuna pasta salad,Tuna Pasta Salad,501,25,"With my left hand, place the small plate into the kitchen sink to clean.","Add the tuna, coriander, beans, spinach, bell peppers, carrots, celery, onion, cherry tomatoes, cucumbers, and spinach. At this point, you can cover the bowl and refrigerate it until you're ready to serve, up to 6 hours.",tuna,51,1,0.0196,"CTX local=20 global=496 role=candidate_pivotal: With my left hand, put the can of tuna down on the kitchen counter and then scrape the tuna off the fork in my right hand onto the plate.
CTX local=21 global=497 role=candidate_pivotal: With my right hand, put the fork down on the kitchen counter.
CTX local=22 global=498 role=candidate_pivotal: With both hands, grab the tea towel to clean and dry my hands.
CTX local=23 global=499 role=candidate_pivotal: With my right hand, tap the phone to update the phone app and record the nutritional value of the tuna can.
CTX local=24 global=500 role=candidate_pivotal: With my right hand, pick up a small plate of tuna and pour it into a salad bowl.
TARGET local=25 global=501 role=candidate_pivotal: With my left hand, place the small plate into the kitchen sink to clean.
CTX local=26 global=502 role=recipe_context: Using left hand placing the plate into the sink.
CTX local=27 global=503 role=recipe_context: using right hand picking up the aluminium foil from the chopping board and placing it into the bowl
CTX local=28 global=504 role=recipe_context: using right hand picking up the aluminium foil from the bowl and placing it back to the chopping board.
CTX local=29 global=505 role=recipe_context: using right hand opening the cabinet door
CTX local=30 global=506 role=recipe_context: using right hand picking up a pack of aluminum foil from the cabinet",,,
P08_R07_C01_W01,P08_R07_C01,prepare fish cakes and vegetables,Fish Cakes and Vegetables,564,25,"With my right hand, pull the pan over to the side and shake to mix the vegetables.",Add broccoli and green beans to pan and stir,,51,39,0.7647,"CTX local=20 global=559 role=natural_noise_or_context: With my right hand, place the baking tray to the back of the drying rack to clean up the space.
CTX local=21 global=560 role=natural_noise_or_context: With my left hand, pick up the package of aluminum foil.
CTX local=22 global=561 role=natural_noise_or_context: With my right hand, open the kitchen cabinet to put the aluminum foil away.
CTX local=23 global=562 role=natural_noise_or_context: With my left and right hand, slide the foil into the cabinet to put it away.
CTX local=24 global=563 role=natural_noise_or_context: With my right hand, close the kitchen cabinet and then dry it on the tea towel hanging on the oven door.
TARGET local=25 global=564 role=candidate_pivotal: With my right hand, pull the pan over to the side and shake to mix the vegetables.
CTX local=26 global=565 role=candidate_pivotal: With my right hand, reach down and pick up the food that has fallen on the floor.
CTX local=27 global=566 role=recipe_context: Place the food on the kitchen counter with my right hand.
CTX local=28 global=567 role=recipe_context: With my left hand, pick up the tea towel and bring it to my right hand to dry both hands.
CTX local=29 global=568 role=recipe_context: With my right hand, pick up the spatula and, with my left hand, hold the pan steady.
CTX local=30 global=569 role=candidate_pivotal: With the spatula and my right hand, mix the vegetables in the pan.",,,
P08_R07_C01_W02,P08_R07_C01,prepare fish cakes and vegetables,Fish Cakes and Vegetables,604,25,"With my left hand, open the oven door.",Place fishcakes on baking tray and place in over for 30 minutes,,51,38,0.7451,"CTX local=20 global=599 role=natural_noise_or_context: Put down the scale on the kitchen counter.
CTX local=21 global=600 role=natural_noise_or_context: Pick up the tea towel with my left hand and, with my right hand, push the knife holder to the back of the kitchen counter to steady the kitchen scale.
CTX local=22 global=601 role=natural_noise_or_context: With the tea towel and my right hand, wipe down the surface of the kitchen counter and pick up the phone with my left hand to make space.
CTX local=23 global=602 role=natural_noise_or_context: With my right hand, pick up extra piece of vegetable to throw out.
CTX local=24 global=603 role=natural_noise_or_context: With my right hand, open the trash can and throw out the vegetable.
TARGET local=25 global=604 role=candidate_pivotal: With my left hand, open the oven door.
CTX local=26 global=605 role=candidate_pivotal: With the oven mitt and my right hand, pull out the baking tray from the oven.
CTX local=27 global=606 role=candidate_pivotal: Shake the baking tray to move around the fish cakes in the baking tray.
CTX local=28 global=607 role=candidate_pivotal: With my right hand, put the baking tray back in the oven to continue cooking the fish cakes.
CTX local=29 global=608 role=recipe_context: With my left hand, pull off the oven mitt and put it down on the kitchen counter.
CTX local=30 global=609 role=recipe_context: With my right hand, pick up the spatula.",,,
P08_R07_C01_W03,P08_R07_C01,prepare fish cakes and vegetables,Fish Cakes and Vegetables,512,25,"With my right hand, tap the spatula on the side of the pan to remove any remaining food and place it back in the pan.",Add broccoli and green beans to pan and stir,,51,24,0.4706,"CTX local=20 global=507 role=recipe_context: With my right hand, open the kitchen cabinet and, with my left hand, put the sesame oil on the bottom shelf of the kitchen cabinet.
CTX local=21 global=508 role=recipe_context: With my right hand, close the kitchen cabinet.
CTX local=22 global=509 role=recipe_context: With my right hand, pick up the spatula. With my left hand, hold the pan steady.
CTX local=23 global=510 role=candidate_pivotal: With the spatula in my right hand, mix the vegetables in the pan.
CTX local=24 global=511 role=candidate_pivotal: With my left hand, shake the pan to mix the vegetables to make sure all the surfaces of the vegetables are being cooked.
TARGET local=25 global=512 role=candidate_pivotal: With my right hand, tap the spatula on the side of the pan to remove any remaining food and place it back in the pan.
CTX local=26 global=513 role=recipe_context: With my right hand, put the spatula back down on the kitchen counter.
CTX local=27 global=514 role=natural_noise_or_context: With both hands, move the items slightly to the left of the kitchen counter to make space to begin clearing up.
CTX local=28 global=515 role=natural_noise_or_context: With my left hand, move the water bottle slightly out of the way.
CTX local=29 global=516 role=natural_noise_or_context: With my right hand, turn the kitchen tap on.
CTX local=30 global=517 role=natural_noise_or_context: With my right hand, pick up the sponge to begin cleaning.",,,
P08_R07_C01_W04,P08_R07_C01,prepare fish cakes and vegetables,Fish Cakes and Vegetables,490,25,"With my left hand, put the spoon back down on the kitchen counter.","Season pan with salt, pepper, and sesame oil",sesame oil,51,4,0.0784,"CTX local=20 global=485 role=recipe_context: Hold the bottle of sesame oil steady with my left hand and, with my right hand, twist off the cap.
CTX local=21 global=486 role=recipe_context: With my right hand, put the cap down on the kitchen counter.
CTX local=22 global=487 role=recipe_context: With my left hand, grab the spoon from the side of the kitchen counter while holding the bottle of oil steady in my right hand.
CTX local=23 global=488 role=candidate_pivotal: Hold the spoon steady in my left hand and, with my right hand, pour the oil from the bottle into the spoon.
CTX local=24 global=489 role=candidate_pivotal: Pour the oil from the spoon into the vegetables to season while holding the bottle steady in my right hand.
TARGET local=25 global=490 role=candidate_pivotal: With my left hand, put the spoon back down on the kitchen counter.
CTX local=26 global=491 role=recipe_context: With my right hand, pick up the bottle cap from the kitchen counter.
CTX local=27 global=492 role=recipe_context: With my right hand, twist the cap onto the bottle to close.
CTX local=28 global=493 role=candidate_pivotal: Hold the pan steady with my left hand and, with my right hand, pick up the spatula and mix the seasoning into the vegetables.
CTX local=29 global=494 role=candidate_pivotal: With my left hand, pick up the food scrap that fell out of the pan and put them back into the pan while holding the spatula with my right hand.
CTX local=30 global=495 role=candidate_pivotal: Drop the food on the floor and change my mind and then continue to mix the vegetables in the pan with the spatula in my right hand.",,,
P08_R07_C01_W05,P08_R07_C01,prepare fish cakes and vegetables,Fish Cakes and Vegetables,460,25,"Using the spatula in my right hand, move the broccoli from the cutting board into the pan to cook with the other vegetables.",Add broccoli and green beans to pan and stir,broccoli,51,2,0.0392,"CTX local=20 global=455 role=recipe_context: With my right hand, pick up the spatula.
CTX local=21 global=456 role=candidate_pivotal: With my left hand, hold the pan steady and, with the spatula and my right hand, move the food around in the pan.
CTX local=22 global=457 role=candidate_pivotal: With my left hand, pick up the cutting board with the broccoli.
CTX local=23 global=458 role=candidate_pivotal: With my right hand, put the spatula back down on the kitchen counter.
CTX local=24 global=459 role=candidate_pivotal: With my right hand, pick up the spatula.
TARGET local=25 global=460 role=candidate_pivotal: Using the spatula in my right hand, move the broccoli from the cutting board into the pan to cook with the other vegetables.
CTX local=26 global=461 role=candidate_pivotal: With my left hand, put the cutting board back down.
CTX local=27 global=462 role=candidate_pivotal: Hold the pan steady with my left hand and, with the spatula in my right hand, mix the vegetables around to incorporate the broccoli.
CTX local=28 global=463 role=candidate_pivotal: With my left hand, shake the pan and move the vegetables around.
CTX local=29 global=464 role=candidate_pivotal: With my right hand, continue to move the broccoli around in the vegetables with the spatula.
CTX local=30 global=465 role=candidate_pivotal: With my left hand, pick up the air fryer tray.",,,
P08_R08_C01_W01,P08_R08_C01,prepare spaghetti bolognese,Spaghetti Bolognese,580,25,"With the spatula in my right hand, continue to mix the onions in the wok and hold the wok steady with my left hand.","Heat the oil in a frying pan over a medium-high heat. Add the onion and cook for 5 minutes, stirring often, until the onion softens.",,51,30,0.5882,"CTX local=20 global=575 role=natural_noise_or_context: Empty my hand with the food scraps into the kitchen sink.
CTX local=21 global=576 role=natural_noise_or_context: With my right hand, pick up the metal bowl and move it to the side.
CTX local=22 global=577 role=natural_noise_or_context: With my right hand, pick up the spatula and, with my left hand, grab the handle of the wok and turn it around.
CTX local=23 global=578 role=recipe_context: With the spatula in my right hand, mix the onions in the wok.
CTX local=24 global=579 role=recipe_context: Put the spatula in my left hand and, with my right hand, turn the knob of the stove to adjust the temperature.
TARGET local=25 global=580 role=candidate_pivotal: With the spatula in my right hand, continue to mix the onions in the wok and hold the wok steady with my left hand.
CTX local=26 global=581 role=candidate_pivotal: With my left hand, shake the wok to move the onions around.
CTX local=27 global=582 role=candidate_pivotal: With my right hand, tap the spatula on the side of the wok.
CTX local=28 global=583 role=candidate_pivotal: With my right hand, put the spatula back down on the kitchen counter.
CTX local=29 global=584 role=candidate_pivotal: With both hands, pick up the small plates from the kitchen counter and take them to the sink to clean.
CTX local=30 global=585 role=candidate_pivotal: With my right hand, turn on the kitchen tap.",,,
P08_R08_C01_W02,P08_R08_C01,prepare spaghetti bolognese,Spaghetti Bolognese,847,25,Continue to stir the vegetables and the meat in the wok using the spatula and my right hand.,"Add the carrot, celery, bell peppers, and mushrooms and cook for a further 2-3 minutes.",,51,28,0.549,"CTX local=20 global=842 role=natural_noise_or_context: Place the pan to the back of the kitchen stove.
CTX local=21 global=843 role=natural_noise_or_context: With my right hand, pick up the spatula.
CTX local=22 global=844 role=recipe_context: With my left hand, hold the handle of the wok to steady it on the stove and, with the spatula in my right hand, mix all of the ingredients in the wok.
CTX local=23 global=845 role=recipe_context: With my left hand, hold the handle of the wok to steady it on the stove and, with the spatula in my right hand, mix all of the ingredients in the wok.
CTX local=24 global=846 role=recipe_context: With my left hand, pick up the food scrap and put it back in the wok.
TARGET local=25 global=847 role=candidate_pivotal: Continue to stir the vegetables and the meat in the wok using the spatula and my right hand.
CTX local=26 global=848 role=candidate_pivotal: With my right hand, put the spatula back down on the kitchen counter.
CTX local=27 global=849 role=candidate_pivotal: With my right hand, pick up the pan from the back of the stove and place it on the wok to cover it.
CTX local=28 global=850 role=candidate_pivotal: Hold the wok steady with my left hand.
CTX local=29 global=851 role=candidate_pivotal: With my left hand, pick up the can opener.
CTX local=30 global=852 role=candidate_pivotal: With my right hand, open the kitchen drawer and, with my left hand, put the can opener away.",,,
P08_R08_C01_W03,P08_R08_C01,prepare spaghetti bolognese,Spaghetti Bolognese,814,25,"With my right hand, put the sponge back in the kitchen sink and, with both hands, move the metal bowl under the running water to clean off the soap.","Add the carrot, celery, bell peppers, and mushrooms and cook for a further 2-3 minutes.",,51,25,0.4902,"CTX local=20 global=809 role=candidate_pivotal: With my right hand, place the pan on top of the wok to act as a cover to cook the food.
CTX local=21 global=810 role=candidate_pivotal: With my left hand, pick up the metal bowl and take it to the sink to clean it.
CTX local=22 global=811 role=candidate_pivotal: With my right hand, turn on the kitchen tap.
CTX local=23 global=812 role=candidate_pivotal: With my right hand, pick up the sponge.
CTX local=24 global=813 role=candidate_pivotal: Hold the metal bowl steady with my left hand and, with the sponge in my right hand, wipe down the metal bowl.
TARGET local=25 global=814 role=candidate_pivotal: With my right hand, put the sponge back in the kitchen sink and, with both hands, move the metal bowl under the running water to clean off the soap.
CTX local=26 global=815 role=natural_noise_or_context: Place the bowl in the drying rack to dry.
CTX local=27 global=816 role=natural_noise_or_context: With my left hand, pick up the peeler to clean it.
CTX local=28 global=817 role=natural_noise_or_context: With my right hand, pick up the soap and hold the peeler steady in my left hand.
CTX local=29 global=818 role=natural_noise_or_context: Put the soap down and, with my left hand, put the peeler under the running water to clean off the soap.
CTX local=30 global=819 role=natural_noise_or_context: With my right hand, put the peeler on the drying rack to dry.",,,
P08_R08_C01_W04,P08_R08_C01,prepare spaghetti bolognese,Spaghetti Bolognese,524,25,"With my right hand, move the metal bowl to the center of the kitchen counter.",Add the garlic and chilli peppers and cook for a further minute.,,51,16,0.3137,"CTX local=20 global=519 role=recipe_context: With the index finger of my right hand, tap on the phone keyboard to update the nutritional value of the chilli pepper in the phone app.
CTX local=21 global=520 role=recipe_context: With my right hand, put the phone back down on the kitchen counter.
CTX local=22 global=521 role=recipe_context: With both hands, pick up the cutting board and the knife and move them to the sink to clean.
CTX local=23 global=522 role=recipe_context: With my right hand, pick up the kitchen scale and move it to the sink to clean.
CTX local=24 global=523 role=candidate_pivotal: With my right hand, pick up the chilli peppers.
TARGET local=25 global=524 role=candidate_pivotal: With my right hand, move the metal bowl to the center of the kitchen counter.
CTX local=26 global=525 role=natural_noise_or_context: With my right hand, grab the small tupperware from the back of the kitchen counter to put it away in the fridge.
CTX local=27 global=526 role=recipe_context: With my right hand, open the refrigerator door.
CTX local=28 global=527 role=recipe_context: With both hands, put the small tupperwares back in the fridge.
CTX local=29 global=528 role=recipe_context: With my right hand, grab other tupperware from the side of the refrigerator and move it to the bottom shelf of the refrigerator.
CTX local=30 global=529 role=recipe_context: With my right hand, pull the blue bowl forward.",,,
P08_R08_C01_W05,P08_R08_C01,prepare spaghetti bolognese,Spaghetti Bolognese,606,25,Put the wok back down on the stove.,"Heat the oil in a frying pan over a medium-high heat. Add the onion and cook for 5 minutes, stirring often, until the onion softens.",,51,7,0.1373,"CTX local=20 global=601 role=recipe_context: With the spatula and my right hand, wipe the sides of the wok.
CTX local=21 global=602 role=recipe_context: Continue to mix the onions.
CTX local=22 global=603 role=recipe_context: With the spatula in my right hand, tap it on the side of the wok to get any remaining onions off the spatula and into the wok.
CTX local=23 global=604 role=recipe_context: With my right hand, put the spatula back down on the kitchen counter.
CTX local=24 global=605 role=recipe_context: With my right hand, grab the handle of the wok and shake it to move the onions around.
TARGET local=25 global=606 role=candidate_pivotal: Put the wok back down on the stove.
CTX local=26 global=607 role=candidate_pivotal: With my right hand, swipe up the phone to make sure that the recordings are working correctly.
CTX local=27 global=608 role=candidate_pivotal: With both hands, flip the packaging of the minced beef over to reveal the barcode.
CTX local=28 global=609 role=candidate_pivotal: Pick up the phone.
CTX local=29 global=610 role=candidate_pivotal: With both hands, point the phone camera towards the barcode of the minced beef to record the nutritional value of the beef in the phone app.
CTX local=30 global=611 role=recipe_context: With my left hand, flip the beef back over.",,,
P08_R09_C01_W01,P08_R09_C01,prepare crispy cucumber salad,Crispy Cucumber Salad,131,25,wipe garlic pieces off knife blade into metal bowl,Finally grate and add ginger and garlic to bowl. Toss well then pile up high into a shallow bowl and serve!,garlic,51,9,0.1765,"CTX local=20 global=126 role=recipe_context: With index finger of left hand, wipe knife blade.
CTX local=21 global=127 role=recipe_context: With knife in right hand, scoop pieces of garlic to the center of the cutting board.
CTX local=22 global=128 role=recipe_context: With knife in right hand, continue to cut garlic into smaller pieces and use left hand to steady knife on cutting board.
CTX local=23 global=129 role=recipe_context: With index finger of left hand, wipe garlic pieces off knife.
CTX local=24 global=130 role=recipe_context: Use left hand to scoop garlic pieces onto knife blade to move over to metal bowl.
TARGET local=25 global=131 role=candidate_pivotal: wipe garlic pieces off knife blade into metal bowl
CTX local=26 global=132 role=recipe_context: wipe left hand on paper towel.
CTX local=27 global=133 role=recipe_context: use paper towel to wipe down both hands
CTX local=28 global=134 role=candidate_pivotal: hold metal bowl steady and with left hand use spoon to mix cucumber and garlic together
CTX local=29 global=135 role=candidate_pivotal: With right hands, pick up a stray piece of food and place into metal bowl.
CTX local=30 global=136 role=candidate_pivotal: continue to mix vegetables in bowl with spoon and right hand",,,
P08_R09_C01_W02,P08_R09_C01,prepare crispy cucumber salad,Crispy Cucumber Salad,163,25,"With spoon and right hand, mix all cucumber in bowl.",Finally grate and add ginger and garlic to bowl. Toss well then pile up high into a shallow bowl and serve!,,51,9,0.1765,"CTX local=20 global=158 role=recipe_context: With right hand open drawer and grab small spoon.
CTX local=21 global=159 role=recipe_context: Grab both large spoon and small spoon from drawer and place them down on the kitchen counter.
CTX local=22 global=160 role=recipe_context: With right hand pick up first bottle of sauce
CTX local=23 global=161 role=recipe_context: hold bottle steady with left hand and with right hand twist open cap
CTX local=24 global=162 role=recipe_context: With left hand, hold metal bowl steady.
TARGET local=25 global=163 role=candidate_pivotal: With spoon and right hand, mix all cucumber in bowl.
CTX local=26 global=164 role=candidate_pivotal: With right hand tap spoon on the side of the metal bowl to put any cucumber back into bowl.
CTX local=27 global=165 role=recipe_context: with right hand pick up spoon
CTX local=28 global=166 role=recipe_context: hold spoon in left hand
CTX local=29 global=167 role=recipe_context: With right hand, pick up bottle of soy sauce.
CTX local=30 global=168 role=candidate_pivotal: Hold spoon steady in left hand and with right hand pour soy sauce into spoon.",,,
P09_R01_C01_W01,P09_R01_C01,prepare thai red curry,Thai Red Curry,683,25,Securing the pot in place using my left hand while I stir the contents using my right hand to prevent the contents from sticking to the bottom of the pot.,Stir and mix and wait until it begins to boil,,51,44,0.8627,"CTX local=20 global=678 role=natural_noise_or_context: Scrubbing the colander with sponge out of my right hand while holding colander in my left hand.
CTX local=21 global=679 role=natural_noise_or_context: Dropping the sponge held in my right hand so that I can reach for the hand towel.
CTX local=22 global=680 role=natural_noise_or_context: Picking up a hand towel from the countertop so that I can dry both my hands.
CTX local=23 global=681 role=natural_noise_or_context: drying both my hands on the hand towel.
CTX local=24 global=682 role=natural_noise_or_context: Returning the hand towel back to the countertop.
TARGET local=25 global=683 role=candidate_pivotal: Securing the pot in place using my left hand while I stir the contents using my right hand to prevent the contents from sticking to the bottom of the pot.
CTX local=26 global=684 role=candidate_pivotal: Walk in towards the sink to continue washing the pots and also rinse my hand.
CTX local=27 global=685 role=natural_noise_or_context: rinsing my hands in the sink.
CTX local=28 global=686 role=natural_noise_or_context: picking up the knife in the plastic container using my left hand so that i can wash it
CTX local=29 global=687 role=natural_noise_or_context: holding the knife in my left hand while I use the sponge in my right hand to scrub it
CTX local=30 global=688 role=natural_noise_or_context: Holding the knife in my right hand under the tap while I open it up with my left hand so that I can rinse the knife.",,,
